"Whisky","Meta Critic","STDEV","#","Cost","Class","Super Cluster","Cluster","Country","Type"
"Parker’s Heritage 8th 13yo Wheat Whiskey","8.82","0.52","12","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"Smooth Ambler Old Scout Single Barrel Bourbon","8.82","0.23","11","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Stagg Jr batch 3 (132.1 proof)","8.82","0.24","8","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Barrell 15yo Craft Spirits Bourbon (Batch 001)","8.81","0.52","4","$$$$$+","Bourbon-like","","","USA","Blend"
"Wild Turkey Kentucky Spirit Single Barrel","8.81","0.28","18","$$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Bourbon (all Batches)","8.80","0.28","13","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Colonel E.H. Taylor Single Barrel","8.80","0.41","13","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Wild Turkey 14yo Tradition","8.8","0.28","5","$$$$$","Bourbon-like","","R2","USA","Bourbon"
"Russell's Reserve Single Barrel","8.79","0.25","15","$$$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Bourbon Batch 016","8.78","0.12","3","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Stagg Jr batch 10 (126.4 proof)","8.77","0.21","3","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Barrell Bourbon Batch 007","8.76","0.24","4","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Booker's Small Batch Straight Bourbon","8.76","0.30","28","$$$","Bourbon-like","","R2","USA","Bourbon"
"Knob Creek Single Barrel Reserve Bourbon","8.76","0.30","19","$$$","Bourbon-like","","R2","USA","Bourbon"
"Elmer T. Lee Single Barrel Bourbon","8.75","0.35","20","$$$","Bourbon-like","","R2","USA","Bourbon"
"J.P. Wiser's Last Barrels","8.75","0.37","15","$$$","Bourbon-like","","","Canada","Blend"
"Wild Turkey Diamond Anniversary","8.75","0.3","8","$$$$$","Bourbon-like","","R2","USA","Bourbon"
"Baker’s 7yo Small Batch Bourbon","8.74","0.34","25","$$$","Bourbon-like","","R2","USA","Bourbon"
"Henry McKenna 10yo Single Barrel BiB","8.74","0.27","14","$$","Bourbon-like","","R1","USA","Bourbon"
"Old Forester Birthday (all editions)","8.74","0.30","17","$$$$$","Bourbon-like","","R2","USA","Bourbon"
"Old Grand-Dad Bourbon 114","8.74","0.30","19","$$","Bourbon-like","","R3","USA","Bourbon"
"Jefferson's Ocean Aged at Sea","8.73","0.41","4","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Orphan Barrel Barterhouse Bourbon 20yo","8.73","0.34","19","$$$$$","Bourbon-like","","R1","USA","Bourbon"
"Barrell Bourbon Batch 008","8.72","0.23","5","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Blanton's Gold Kentucky Straight Bourbon","8.72","0.37","21","$$$$","Bourbon-like","","R2","USA","Bourbon"
"Elijah Craig 18yo","8.72","0.46","14","$$$$$","Bourbon-like","","R1","USA","Bourbon"
"Maker's Mark Cask Strength","8.72","0.40","18","$$$$","Bourbon-like","","R0","USA","Bourbon"
"Stagg Jr batch 7 (129.5 proof)","8.72","0.48","4","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Yellowstone 2016 Limited Edition","8.72","0.43","3","$$$$$","Bourbon-like","","R3","USA","Bourbon"
"Barrell Bourbon Batch 004","8.71","0.33","8","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Old Weller Antique 107","8.71","0.30","19","$$","Bourbon-like","","R0","USA","Bourbon"
"Barrell Bourbon Batch 005","8.70","0.40","6","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Four Roses Single Barrel Bourbon","8.70","0.30","27","$$$","Bourbon-like","","R3","USA","Bourbon"
"Stagg Jr (all batches)","8.7","0.41","25","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Wild Turkey Rare Breed","8.7","0.29","24","$$$","Bourbon-like","","R2","USA","Bourbon"
"Yellowstone Limited Edition (all vintages)","8.7","0.31","3","$$$$$","Bourbon-like","","R3","USA","Bourbon"
"Barrell Bourbon Batch 002","8.69","0.51","3","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Barton 1792 High Rye Bourbon","8.69","0.37","6","$$$","Bourbon-like","","R3","USA","Bourbon"
"Van Winkle Special Reserve 12yo Lot B","8.69","0.25","11","$$$$$+","Bourbon-like","","R0","USA","Bourbon"
"Colonel E.H. Taylor Small Batch (BiB)","8.67","0.22","19","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Elijah Craig 12yo","8.67","0.27","27","$$","Bourbon-like","","R1","USA","Bourbon"
"Blanton's Original Bourbon Single Barrel","8.65","0.29","27","$$$","Bourbon-like","","R2","USA","Bourbon"
"Woodford Reserve Double Oaked","8.65","0.29","18","$$$$","Bourbon-like","","R2","USA","Bourbon"
"Eagle Rare 10yo","8.64","0.28","29","$$","Bourbon-like","","R1","USA","Bourbon"
"Parker’s Heritage 9th 8yo Malt Whiskey","8.64","0.47","10","$$$$$","Bourbon-like","","R1","USA","Bourbon"
"Old Forester Statesman","8.63","0.42","5","$$$","Bourbon-like","","R2","USA","Bourbon"
"Ezra Brooks 7yo Old Ezra 101","8.62","0.32","8","$$","Bourbon-like","","R1","USA","Bourbon"
"Barrell Whiskey Batch 002","8.61","0.43","3","$$$$","Bourbon-like","","","USA","Blend"
"Barton 1792 Full Proof Bourbon","8.61","0.45","10","$$$","Bourbon-like","","R2","USA","Bourbon"
"Buffalo Trace Experimental Collection 12yo floor #1 (wheat, 2015)","8.61","0.25","3","$$$$$","Bourbon-like","","R0","USA","Bourbon"
"Maker's Mark 46","8.61","0.35","25","$$$","Bourbon-like","","R0","USA","Bourbon"
"Stranahan's Colorado Whiskey","8.6","0.35","15","$$$$","Bourbon-like","","R0","USA","Bourbon"
"Evan Williams Single Barrel","8.59","0.28","20","$$","Bourbon-like","","R1","USA","Bourbon"
"Jim Beam Single Barrel","8.59","0.14","4","$$","Bourbon-like","","R2","USA","Bourbon"
"Jack Daniel's Master Distiller (all series)","8.58","0.18","5","$$","Bourbon-like","","R1","USA","Bourbon"
"Knob Creek Small Batch 9yo Bourbon","8.58","0.38","27","$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Whiskey Batch 004","8.57","0.46","5","$$$$","Bourbon-like","","","USA","Blend"
"Corner Creek Reserve Bourbon","8.57","0.37","8","$$","Bourbon-like","","R2","USA","Bourbon"
"Heaven Hill 7yo BiB","8.57","0.53","3","$$","Bourbon-like","","R1","USA","Bourbon"
"Jefferson's Reserve Very Old Kentucky Straight Bourbon","8.57","0.38","8","$$$","Bourbon-like","","R3","USA","Bourbon"
"Bulleit Bourbon Barrel Strength","8.56","0.26","9","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Russell's Reserve Small Batch 10yo Bourbon","8.56","0.34","18","$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Whiskey Batch 001","8.55","0.21","3","$$$$","Bourbon-like","","","USA","Blend"
"Buffalo Trace Bourbon","8.55","0.38","28","$$","Bourbon-like","","R1","USA","Bourbon"
"Barrell Bourbon Batch 006","8.54","1.07","4","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Willett Pot Still Reserve","8.54","0.52","12","$$$","Bourbon-like","","R2","USA","Bourbon"
"Buffalo Trace Experimental Collection 12yo floor #1 (rye, 2014)","8.53","0.22","5","$$$$$","Bourbon-like","","R1","USA","Bourbon"
"Jack Daniel's Single Barrel","8.53","0.34","20","$$$","Bourbon-like","","R1","USA","Bourbon"
"Koval Single Barrel Bourbon","8.52","0.50","8","$$$","Bourbon-like","","R0","USA","Bourbon"
"Barton 1792 Port Finished Bourbon","8.51","0.17","8","$$$","Bourbon-like","","R2","USA","Bourbon"
"Bulleit 10yo","8.51","0.37","19","$$$","Bourbon-like","","R3","USA","Bourbon"
"Four Roses Small Batch Bourbon","8.51","0.44","20","$$","Bourbon-like","","R3","USA","Bourbon"
"Willett Family Estate 9yo Bourbon","8.51","0.33","4","$$$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Whiskey (all Batches)","8.50","0.48","7","$$$$","Bourbon-like","","","USA","Blend"
"Barton 1792 Small Batch Bourbon","8.50","0.39","23","$$","Bourbon-like","","R2","USA","Bourbon"
"Jim Beam 12yo Signature Craft","8.50","0.35","11","$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Infinity Barrel Project (all releases)","8.49","0.34","5","$$$$","Bourbon-like","","","USA","Blend"
"Jim Beam Bonded","8.49","0.37","12","$$","Bourbon-like","","R2","USA","Bourbon"
"Koval Single Barrel Four Grain","8.49","0.30","5","$$$$","Bourbon-like","","R0","USA","Grain"
"Parker’s Heritage 10th 24yo Kentucky Straight Bourbon","8.48","0.86","9","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Barton 1792 Single Barrel Bourbon","8.47","0.41","7","$$$","Bourbon-like","","R2","USA","Bourbon"
"Michter's Small Batch US*1 Bourbon","8.46","0.35","18","$$$","Bourbon-like","","R1","USA","Bourbon"
"Smooth Ambler Contradiction Bourbon","8.46","0.46","4","$$$$","Bourbon-like","","R2","USA","Bourbon"
"Smooth Ambler Old Scout 7yo Bourbon","8.46","0.34","15","$$$","Bourbon-like","","R3","USA","Bourbon"
"Wild Turkey 101 Bourbon","8.46","0.36","27","$$","Bourbon-like","","R2","USA","Bourbon"
"Barrell Whiskey Batch 005","8.45","0.65","3","$$$$","Bourbon-like","","","USA","Blend"
"Barton 1792 Sweet Wheat Bourbon","8.45","0.50","11","$$$$","Bourbon-like","","R0","USA","Bourbon"
"Wild Turkey Longbranch","8.45","0.22","10","$$$","Bourbon-like","","R2","USA","Bourbon"
"Ancient Age 10yo Kentucky Straight Bourbon","8.44","0.36","8","$","Bourbon-like","","R2","USA","Bourbon"
"Legent Bourbon","8.44","0.31","8","$$$","Bourbon-like","","R1","USA","Bourbon"
"Orphan Barrel Entrapment Canadian 25yo","8.44","0.55","8","$$$$$","Bourbon-like","","R0","Canada","Blend"
"Angel's Envy Bourbon (Port-finished)","8.43","0.49","18","$$$","Bourbon-like","","R2","USA","Bourbon"
"FEW Bourbon","8.42","0.57","12","$$$","Bourbon-like","","R3","USA","Bourbon"
"Old Grand-Dad Bourbon 100 BiB","8.42","0.59","14","$$","Bourbon-like","","R3","USA","Bourbon"
"Smooth Ambler Old Scout 10yo Bourbon","8.42","0.58","9","$$$$","Bourbon-like","","R3","USA","Bourbon"
"Bernheim Original Straight Wheat 7yo Small Batch","8.41","0.50","21","$$","Bourbon-like","","R0","USA","Wheat"
"Old Forester 1897 BiB","8.41","0.54","10","$$$","Bourbon-like","","R2","USA","Bourbon"
"Stagg Jr batch 1 (134.4 proof)","8.41","0.43","17","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Jefferson's Ocean","8.39","0.37","7","$$","Bourbon-like","","R3","USA","Bourbon"
"Old Fitzgerald Kentucky Straight Bourbon","8.39","0.50","6","$$","Bourbon-like","","R0","USA","Bourbon"
"Michter's Sour Mash","8.38","0.31","5","$$$","Bourbon-like","","R1","USA","Bourbon"
"Old Forester Signature (100 Proof)","8.38","0.40","15","$$","Bourbon-like","","R2","USA","Bourbon"
"Stagg Jr (batches 1-2)","8.38","0.42","16","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Wild Turkey Forgiven","8.37","0.51","11","$$$","Bourbon-like","","R2","USA","Bourbon"
"Woodford Reserve Distiller's Select","8.37","0.33","24","$$","Bourbon-like","","R2","USA","Bourbon"
"Michter's Toasted Barrel","8.36","0.32","10","$$$$","Bourbon-like","","R1","USA","Bourbon"
"W.L. Weller Special Reserve","8.36","0.39","16","$","Bourbon-like","","R0","USA","Bourbon"
"Heaven Hill 6yo BiB","8.35","0.38","11","$","Bourbon-like","","R1","USA","Bourbon"
"High West American Prairie","8.35","0.59","11","$$$","Bourbon-like","","R3","USA","Bourbon"
"Larceny Small Batch Bourbon","8.35","0.29","17","$$","Bourbon-like","","R0","USA","Bourbon"
"Bulleit Bourbon","8.34","0.35","29","$$","Bourbon-like","","R3","USA","Bourbon"
"Elijah Craig Small Batch (NAS)","8.34","0.30","10","$$","Bourbon-like","","R1","USA","Bourbon"
"Yellowstone 2015 Limited Edition","8.34","0.64","4","$$$$$","Bourbon-like","","R3","USA","Bourbon"
"Very Old Barton 6yo BiB","8.33","0.38","6","$$","Bourbon-like","","R2","USA","Bourbon"
"Very Old Barton 6yo","8.32","0.45","9","$","Bourbon-like","","R2","USA","Bourbon"
"Balcones Baby Blue","8.31","0.60","15","$$$$","Bourbon-like","","R0","USA","Whiskey"
"Blanton's Special Reserve Single Barrel (Green label)","8.31","0.35","8","$$$","Bourbon-like","","R2","USA","Bourbon"
"Basil Hayden’s Kentucky Bourbon","8.30","0.33","23","$$$","Bourbon-like","","R3","USA","Bourbon"
"Evan Williams Bottled in Bond (White label)","8.30","0.54","15","$","Bourbon-like","","R1","USA","Bourbon"
"Jim Beam Double Oak","8.28","0.47","10","$$","Bourbon-like","","R2","USA","Bourbon"
"Old Forester 1870 Original Batch","8.28","0.18","3","$$$","Bourbon-like","","R2","USA","Bourbon"
"Jim Beam Distillers Masterpiece PX Sherry Cask Finish","8.26","0.85","8","$$$$$","Bourbon-like","","R2","USA","Bourbon"
"Parker’s Heritage 12th 2018 Finished in Orange Curaçao Barrels","8.24","0.95","5","$$$$$+","Bourbon-like","","R1","USA","Bourbon"
"Yellowstone Select","8.21","0.3","9","$$$","Bourbon-like","","R3","USA","Bourbon"
"Maker's Mark","8.20","0.39","29","$$","Bourbon-like","","R0","USA","Bourbon"
"Bib & Tucker 6yo Bourbon","8.19","0.22","6","$$$","Bourbon-like","","R3","USA","Bourbon"
"Evan Williams 1783 Small Batch","8.19","0.36","5","$","Bourbon-like","","R1","USA","Bourbon"
"George Dickel No.12","8.19","0.38","20","$$","Bourbon-like","","R1","USA","Bourbon"
"Four Roses (Yellow Label)","8.18","0.40","15","$","Bourbon-like","","R3","USA","Bourbon"
"Old Fitzgerald BiB","8.18","0.57","10","$$$","Bourbon-like","","R0","USA","Bourbon"
"Tincup American Whiskey","8.18","0.29","9","$$","Bourbon-like","","R3","USA","Bourbon"
"Jim Beam Black Label","8.17","0.40","19","$","Bourbon-like","","R2","USA","Bourbon"
"Koval Single Barrel Millet Whiskey","8.17","0.30","6","$$$","Bourbon-like","","R0","USA","Grain"
"Heaven Hill Trybox Series New Make","8.15","0.31","3","$","Bourbon-like","","R1","USA","Bourbon"
"Old Forester","8.15","0.48","15","$$","Bourbon-like","","R2","USA","Bourbon"
"Wild Turkey 81 Bourbon","8.13","0.47","18","$","Bourbon-like","","R2","USA","Bourbon"
"Evan Williams (Black Label)","8.10","0.45","17","$","Bourbon-like","","R1","USA","Bourbon"
"Jim Beam Devil's Cut","8.06","0.47","18","$","Bourbon-like","","R2","USA","Bourbon"
"Mellow Corn BiB","8.06","0.45","19","$","Bourbon-like","","R1","USA","Bourbon"
"Stagg Jr batch 2 (128.7 proof)","8.04","0.83","3","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Henry McKenna Straight Bourbon","8.03","0.06","3","$","Bourbon-like","","R1","USA","Bourbon"
"Jack Daniel's No. 27 Gold Double Barrelled","8.00","0.19","3","$$$$","Bourbon-like","","R1","USA","Bourbon"
"Old Grand-Dad Bourbon (80/86 Proof)","7.99","0.55","12","$$","Bourbon-like","","R3","USA","Bourbon"
"Jack Daniel's Gentleman Jack","7.94","0.45","17","$$","Bourbon-like","","R1","USA","Bourbon"
"66 Gilead The Wild Oak","7.92","0.56","7","$$","Bourbon-like","","","Canada","Blend"
"Smooth Ambler Old Scout Yearling Bourbon","7.92","1.02","4","$$$","Bourbon-like","","R0","USA","Bourbon"
"Ezra Brooks Black Label","7.90","0.75","10","$","Bourbon-like","","R1","USA","Bourbon"
"Jefferson's Very Small Batch Bourbon","7.89","0.66","8","$$","Bourbon-like","","R3","USA","Bourbon"
"Jack Daniel's Old No. 7","7.88","0.46","18","$$","Bourbon-like","","R1","USA","Bourbon"
"Ancient Age Kentucky Straight Bourbon","7.85","0.69","10","$","Bourbon-like","","R2","USA","Bourbon"
"Heaven Hill Old Syle Bourbon (white label)","7.81","0.49","5","$","Bourbon-like","","R1","USA","Bourbon"
"Redemption High Rye Bourbon","7.79","0.72","7","$$","Bourbon-like","","R3","USA","Bourbon"
"Jim Beam Distillers Series","7.72","1.30","5","$$","Bourbon-like","","R2","USA","Bourbon"
"Ezra B 12yo Single Barrel","7.65","0.91","4","$$$","Bourbon-like","","R1","USA","Bourbon"
"Jim Beam White Label","7.63","0.57","22","$","Bourbon-like","","R2","USA","Bourbon"
"Rebel Yell Kentucky Bourbon","7.55","0.66","14","$","Bourbon-like","","R0","USA","Bourbon"
"Jim Beam Red Stag (Black Cherry)","7.36","1.00","4","$","Bourbon-like","","","USA","Flavoured"
"Virginia Black","7.2","1.21","6","$$","Bourbon-like","","R2","USA","Bourbon"
